Location,Scooter Id ,Charge in Km,Bonus zone,No parking zone,Discount,Service fee,date,time
Zob,7770.0,34.0,Yes,No,0.0,No,07/04/2025,5:00:00 PM
Zob,7395.0,35.0,Yes,No,0.0,No,07/04/2025,5:00:00 PM
Zob,6452.0,35.0,Yes,No,0.0,No,07/04/2025,5:00:00 PM
Zob,7736.0,35.0,Yes,No,0.0,No,07/04/2025,5:00:00 PM
Zob,9817.0,35.0,Yes,No,0.0,No,07/04/2025,5:00:00 PM
hallstadt,6999.0,12.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7594.0,19.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,6991.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7795.0,26.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7421.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,6723.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7739.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,6624.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7111.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7166.0,29.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7331.0,25.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7261.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,6484.0,23.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7371.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,10022.0,18.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7459.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,6836.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
hallstadt,7459.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7739.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,6624.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7111.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7459.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,10022.0,18.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,6836.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,6449.0,33.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7371.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7132.0,34.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7261.0,35.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Gutenbergstraße,7666.0,29.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,6518.0,18.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,5444.0,33.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,7753.0,23.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,10033.0,30.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,7730.0,33.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,6364.0,26.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,7360.0,33.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
An d. Spinnerei,6332.0,21.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Feldkirchenstraße,8668.0,31.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Feldkirchenstraße,7229.0,31.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Feldkirchenstraße,7236.0,27.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Feldkirchenstraße,7129.0,30.0,No,No,0.0,Yes,07/04/2025,9:00:00 PM
Zob,7761.0,35.0,Yes,No,0.0,No,07/04/2025,9:00:00 PM
Zob,10132.0,35.0,Yes,No,0.0,No,07/04/2025,9:00:00 PM
Zob,7395.0,35.0,Yes,No,0.0,No,07/04/2025,9:00:00 PM
Zob,7770.0,34.0,Yes,No,0.0,No,07/04/2025,9:00:00 PM
Zob,6536.0,34.0,Yes,No,0.0,No,07/04/2025,9:00:00 PM
Zob,6452.0,34.0,Yes,No,0.0,No,07/04/2025,9:00:00 PM
